time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-30T06:14:26.486Z,36.0975,139.7772,74.849,4.7,mb,25,128,1.342,0.47,us,us7000nnyg,2024-10-30T15:37:44.818Z,"2 km W of Sakai, Japan",earthquake,6.88,9.468,0.183,9,reviewed,us,us
2024-10-30T06:10:55.908Z,61.5196,-151.8061,106.9,2.5,ml,,,,0.39,ak,ak024dyv0d86,2024-10-30T06:12:50.262Z,"56 km SSW of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-10-30T06:10:43.040Z,18.459833333333,-67.444333333333,9.88,2.94,md,16,301,0.221,0.3,pr,pr71464238,2024-10-30T06:33:42.600Z,"24 km WNW of Rincón, Puerto Rico",earthquake,1.05,0.67,0.11998655044135,7,reviewed,pr,pr
2024-10-30T05:26:01.340Z,17.5336,-68.035,57,4.25,md,27,220,1.0392,0.4,pr,pr2024304000,2024-10-30T16:26:04.099Z,"102 km WSW of Pole Ojea, Puerto Rico",earthquake,2.11,4.87,0.09,15,reviewed,pr,pr
2024-10-30T04:29:56.739Z,60.0983,-153.0697,122,3,ml,,,,1.07,ak,ak024dytxkp7,2024-10-31T02:17:32.040Z,"67 km ENE of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-10-30T04:01:56.813Z,-23.3701,171.68,10,4.6,mb,17,116,3.973,0.49,us,us7000nsfz,2024-11-21T00:03:40.040Z,"southeast of the Loyalty Islands",earthquake,10.12,1.922,0.182,9,reviewed,us,us
2024-10-30T03:00:50.161Z,52.2729,-172.1856,17.355,3.9,mb,29,192,1.147,0.46,us,us7000np2j,2024-10-31T03:10:08.040Z,"137 km E of Atka, Alaska",earthquake,9.42,7.023,0.171,9,reviewed,us,us
2024-10-30T03:00:48.259Z,52.307,-172.1609,10,3.8,mb,14,192,1.256,0.58,us,us7000nsfy,2024-11-20T23:44:42.040Z,"139 km E of Atka, Alaska",earthquake,10.53,2,0.179,8,reviewed,us,us
2024-10-30T02:45:13.020Z,19.0725,-66.3785,39.86,3.17,md,25,247,0.6093,0.26,pr,pr71464203,2024-10-30T03:13:36.880Z,"67 km N of Brenas, Puerto Rico",earthquake,0.98,3.91,0.14179779164692,12,reviewed,pr,pr
2024-10-30T02:38:49.718Z,-5.2958,145.4457,104.971,4.4,mb,19,129,8.893,0.85,us,us7000nnxt,2024-10-31T02:37:55.040Z,"38 km WSW of Madang, Papua New Guinea",earthquake,12.73,7.868,0.134,16,reviewed,us,us
2024-10-30T02:38:18.268Z,-1.5436,123.4235,10,4.4,mb,22,61,0.82,0.64,us,us7000nnxr,2024-11-20T23:26:33.040Z,"96 km SE of Luwuk, Indonesia",earthquake,6.23,1.839,0.149,13,reviewed,us,us
2024-10-30T02:18:41.328Z,38.2069,74.0947,127.578,4.5,mb,60,206,3.755,0.9,us,us7000nnxq,2024-11-20T22:41:21.040Z,"11 km ENE of Murghob, Tajikistan",earthquake,9.66,7.616,0.084,41,reviewed,us,us
2024-10-30T01:00:05.880Z,38.588333333333,-122.786,7.28,3,ml,128,41,0.05422,0.12,nc,nc75080676,2024-11-02T21:45:41.712Z,"5 km NE of Windsor, CA",earthquake,0.1,0.27,0.243,81,reviewed,nc,nc
2024-10-29T23:44:31.261Z,-26.305,71.5562,10,4.7,mb,26,81,40.953,0.8,us,us7000ns1e,2024-11-17T04:44:16.040Z,"Mid-Indian Ridge",earthquake,14.21,1.859,0.123,20,reviewed,us,us
2024-10-29T23:11:29.446Z,-23.7796,-179.9964,530.94,4.1,mb,24,96,5.749,0.58,us,us7000ns1c,2024-11-17T04:51:33.040Z,"south of the Fiji Islands",earthquake,15.33,10.524,0.135,15,reviewed,us,us
2024-10-29T21:49:16.678Z,7.3271,-71.8678,10,4.7,mb,38,78,1.868,0.77,us,us7000nnx8,2024-11-23T04:50:38.040Z,"44 km NE of Cubará, Colombia",earthquake,5.79,1.896,0.063,77,reviewed,us,us
2024-10-29T21:15:28.996Z,51.6448,-170.2612,33.151,4,mb,25,225,1.585,1.32,us,us7000ns17,2024-11-17T05:23:41.040Z,"172 km SSW of Nikolski, Alaska",earthquake,11.33,15.523,0.164,11,reviewed,us,us
2024-10-29T20:37:07.712Z,40.1205,142.2621,60.079,4.3,mb,17,187,1.132,0.67,us,us7000ns14,2024-11-17T21:49:04.040Z,"37 km E of Noda, Japan",earthquake,7.64,9.399,0.168,10,reviewed,us,us
2024-10-29T20:23:09.142Z,53.1514,159.6904,66.187,4.1,mb,17,124,0.641,0.86,us,us7000ns15,2024-11-17T21:41:00.040Z,"71 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,11.04,3.04,0.174,9,reviewed,us,us
2024-10-29T19:55:26.851Z,-10.2022,161.022,69.154,4.1,mb,17,163,1.303,0.73,us,us7000ns12,2024-11-17T21:23:12.040Z,"102 km WNW of Kirakira, Solomon Islands",earthquake,11.51,6.637,0.165,13,reviewed,us,us
2024-10-29T19:36:27.644Z,40.355,142.1956,63.103,4.3,mb,27,156,0.965,0.65,us,us7000nnwi,2024-11-17T21:11:48.040Z,"40 km ENE of Kuji, Japan",earthquake,4.39,7.989,0.143,14,reviewed,us,us
2024-10-29T18:46:45.789Z,-12.2302,-14.775,10,5,mb,45,80,4.29,0.73,us,us7000nnwd,2024-11-17T21:07:10.040Z,"southern Mid-Atlantic Ridge",earthquake,12.62,1.888,0.087,42,reviewed,us,us
2024-10-29T18:44:26.524Z,-13.1213,166.4118,41.658,4.6,mb,28,130,7.32,1.17,us,us7000nnwb,2024-11-17T21:03:07.040Z,"149 km NW of Sola, Vanuatu",earthquake,11.05,6.87,0.125,19,reviewed,us,us
2024-10-29T18:13:31.284Z,-14.87,167.1767,97.173,4.6,mb,43,141,6.285,0.66,us,us7000ns10,2024-11-17T20:59:36.040Z,"22 km NNE of Port-Olry, Vanuatu",earthquake,12.59,7.618,0.093,34,reviewed,us,us
2024-10-29T17:32:53.459Z,-59.7778,-27.3153,173.066,5.1,mb,136,34,15.428,0.88,us,us7000nnvq,2024-11-18T17:31:32.040Z,"South Sandwich Islands region",earthquake,8.51,4.674,0.054,118,reviewed,us,us
2024-10-29T17:20:04.730Z,-15.1513,-173.2196,10,4,mb,10,151,1.861,0.56,us,us7000ns1a,2024-11-17T18:49:13.040Z,"108 km NE of Hihifo, Tonga",earthquake,5.99,1.933,0.26,4,reviewed,us,us
2024-10-29T17:03:55.830Z,19.198333333333,-155.51766666667,6.85,2.69,ml,27,169,0.05282,0.15,hv,hv74517017,2024-11-13T16:56:27.040Z,"4 km W of Pāhala, Hawaii",earthquake,0.45,0.96,0.24471476785025,21,reviewed,hv,hv
2024-10-29T17:03:25.742Z,14.8036,147.2402,10,4.2,mb,15,99,1.464,0.89,us,us7000ns13,2024-11-17T18:28:13.040Z,"166 km ESE of Saipan, Northern Mariana Islands",earthquake,10.35,1.602,0.216,7,reviewed,us,us
2024-10-29T17:00:54.170Z,-6.7863,130.0223,190.898,4.2,mb,16,121,2.252,0.88,us,us7000ns0z,2024-11-17T18:17:40.040Z,"Banda Sea",earthquake,12.28,8,0.236,5,reviewed,us,us
2024-10-29T16:56:22.675Z,-17.2012,-178.9311,562.232,4.2,mb,14,223,1.779,0.35,us,us7000ns18,2024-11-22T19:41:24.040Z,"200 km ESE of Labasa, Fiji",earthquake,15.54,15.081,0.159,11,reviewed,us,us
2024-10-29T16:54:28.702Z,-7.3069,128.6246,143.735,4.3,mb,66,43,5.659,0.54,us,us7000nnvg,2024-11-22T19:20:21.040Z,"224 km NE of Lospalos, Timor Leste",earthquake,6.24,7.267,0.079,53,reviewed,us,us
2024-10-29T16:52:02.529Z,-2.6785,128.894,10,4.4,mb,40,52,2.091,0.65,us,us7000nnvf,2024-11-22T19:17:16.040Z,"69 km N of Masohi, Indonesia",earthquake,6.39,1.895,0.107,33,reviewed,us,us
2024-10-29T16:43:29.495Z,33.3676,30.1025,26.531,4.4,mb,71,54,2.887,0.86,us,us7000nnvc,2024-11-22T19:01:09.852Z,"220 km N of Rosetta, Egypt",earthquake,6.18,5.007,0.069,68,reviewed,us,us
2024-10-29T16:35:03.481Z,62.7231,-149.6656,57.9,2.9,ml,,,,0.46,ak,ak024dxdklm5,2024-11-22T19:04:45.040Z,"37 km NE of Chase, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-10-29T16:16:32.632Z,-19.7304,-177.0211,330.927,4.9,mb,122,121,4.716,0.73,us,us7000nnv7,2024-11-22T18:42:38.040Z,"239 km NW of Houma, Tonga",earthquake,10.33,5.632,0.036,253,reviewed,us,us
2024-10-29T16:09:10.120Z,35.097,-116.6538333,8.02,2.54,ml,34,50,0.04437,0.13,ci,ci40966352,2024-11-22T18:17:43.040Z,"19 km S of Fort Irwin, CA",earthquake,0.18,0.34,0.139,26,reviewed,ci,ci
2024-10-29T16:00:32.198Z,-54.7416,159.0059,17.591,4.7,mb,26,179,0.247,0.5,us,us7000nnv3,2024-11-22T18:11:26.040Z,"Macquarie Island region",earthquake,5.71,4.659,0.12,21,reviewed,us,us
2024-10-29T15:50:05.342Z,-7.2568,120.2015,573.469,4.4,mb,72,62,2.272,0.64,us,us7000nnub,2024-11-22T18:06:15.040Z,"141 km NNE of Labuan Bajo, Indonesia",earthquake,10.98,6.792,0.069,60,reviewed,us,us
2024-10-29T15:43:31.790Z,65.4826,-162.2512,16.786,2.8,ml,33,70,0.848,0.66,us,us7000nnwe,2024-11-22T18:02:48.040Z,"69 km SSE of Deering, Alaska",earthquake,3.11,5.936,0.048,58,reviewed,us,us
2024-10-29T14:15:39.314Z,11.7728,142.3704,44.432,4.5,mb,41,127,3.033,0.64,us,us7000ns11,2024-11-22T17:49:25.040Z,"299 km WSW of Merizo Village, Guam",earthquake,12.85,6.766,0.1,30,reviewed,us,us
2024-10-29T14:03:49.825Z,-17.6756,-69.6106,181.138,4.2,mb,23,105,0.151,0.66,us,us7000nnsz,2024-11-22T17:00:25.040Z,"38 km ENE of Palca, Peru",earthquake,7.91,3.867,0.166,11,reviewed,us,us
2024-10-29T13:47:24.964Z,-28.4065,-176.8036,39.351,4.4,mb,12,255,1.293,0.67,us,us7000ns0y,2024-11-22T16:56:19.040Z,"Kermadec Islands region",earthquake,12.85,6.886,0.149,13,reviewed,us,us
2024-10-29T13:26:38.710Z,18.976,-66.8375,24,3.49,md,17,260,0.5775,0.26,pr,pr2024303004,2024-11-22T16:05:34.040Z,"54 km N of Hatillo, Puerto Rico",earthquake,1.19,10.5,0.07,13,reviewed,pr,pr
2024-10-29T13:01:41.288Z,-28.619,-176.8638,35,4.8,mb,40,75,1.123,0.9,us,us7000nnsw,2024-11-22T15:04:49.040Z,"Kermadec Islands region",earthquake,9.57,1.901,0.092,44,reviewed,us,us
2024-10-29T12:13:57.708Z,51.7846,157.9069,86.383,4.9,mb,110,118,1.322,0.54,us,us7000nnss,2024-10-29T12:42:53.040Z,"102 km ENE of Ozernovskiy, Russia",earthquake,7.52,4.039,0.03,360,reviewed,us,us
2024-10-29T10:28:33.950Z,19.5038,-64.5613,60,3.75,md,12,301,1.0903,0.44,pr,pr2024303003,2024-10-29T14:01:10.040Z,"132 km N of Cruz Bay, U.S. Virgin Islands",earthquake,6.12,16.2,0.09,6,reviewed,pr,pr
2024-10-29T08:32:45.448Z,-18.1107,-178.157,562.438,5.2,mb,61,42,2.867,1.03,us,us7000nnsg,2024-10-29T08:47:50.040Z,"267 km E of Levuka, Fiji",earthquake,11.16,8.306,0.08,52,reviewed,us,us
2024-10-29T08:02:22.970Z,19.7423,-68.853,9,3.85,md,18,259,0.5631,0.21,pr,pr2024303002,2024-10-29T08:42:47.040Z,"78 km NE of Samaná, Dominican Republic",earthquake,3.53,3.98,0.13,11,reviewed,pr,pr
2024-10-29T07:45:30.133Z,11.6964,142.2991,16.587,4.9,mb,51,52,3.135,0.67,us,us7000nns7,2024-10-29T08:34:10.040Z,"288 km NE of Fais, Micronesia",earthquake,9.6,4.367,0.061,85,reviewed,us,us
2024-10-29T07:22:09.223Z,57.0931,-142.9731,15.18,3,ml,38,180,2.941,0.78,us,us7000nns3,2024-10-30T06:34:34.040Z,"Gulf of Alaska",earthquake,8.47,8.295,0.047,60,reviewed,us,us
2024-10-29T07:03:49.980Z,19.1931,-64.5756,32,3.61,md,17,294,0.7793,0.49,pr,pr2024303001,2024-10-29T09:40:25.040Z,"98 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,4.75,27.67,0.11,7,reviewed,pr,pr
2024-10-29T06:13:05.296Z,-18.6749,169.51,283.585,5,mb,50,78,4.368,0.68,us,us7000nnrv,2024-11-18T10:41:04.040Z,"98 km NNE of Isangel, Vanuatu",earthquake,10.61,2.778,0.038,224,reviewed,us,us
2024-10-29T05:52:51.055Z,21.5706,142.9188,307.603,4.2,mb,28,121,5.541,0.82,us,us7000ns0q,2024-11-18T10:36:34.040Z,"Mariana Islands region",earthquake,11.97,6.692,0.128,20,reviewed,us,us
2024-10-29T05:35:40.410Z,-20.6163,-69.2949,86.517,4,mb,28,53,0.491,0.9,us,us7000nnrs,2024-11-18T10:10:51.059Z,"48 km SE of La Tirana, Chile",earthquake,3.92,5.721,0.156,11,reviewed,us,us
2024-10-29T04:27:10.537Z,-2.949,129.7049,10,4.8,mb,50,52,1.575,0.81,us,us7000nnr7,2024-11-19T05:52:26.040Z,"90 km ENE of Masohi, Indonesia",earthquake,5.75,1.854,0.085,43,reviewed,us,us
2024-10-29T03:56:01.912Z,-18.0712,-178.3796,590.671,4.4,mb,29,84,2.671,0.8,us,us7000nnr3,2024-11-19T05:47:09.040Z,"243 km E of Levuka, Fiji",earthquake,15.14,11.171,0.114,22,reviewed,us,us
2024-10-29T03:52:27.843Z,11.1172,88.4284,10,4.3,mb,18,115,8.229,1.02,us,us7000ns0n,2024-11-19T05:43:37.040Z,"Bay of Bengal",earthquake,9.55,1.724,0.168,10,reviewed,us,us
2024-10-29T02:35:27.551Z,4.7185,96.2228,42.642,4.5,mb,32,91,0.882,0.93,us,us7000nnqs,2024-11-19T05:10:17.040Z,"55 km S of Reuleuet, Indonesia",earthquake,7.06,6.613,0.14,15,reviewed,us,us
2024-10-29T02:05:09.472Z,0.8731,127.1311,81.93,4.1,mb,16,130,0.256,0.79,us,us7000ns0l,2024-11-19T04:38:40.040Z,"29 km WNW of Ternate, Indonesia",earthquake,11.79,4.73,0.175,9,reviewed,us,us
2024-10-29T01:48:56.766Z,56.8429,-155.338,11.3,2.5,ml,,,,0.71,ak,ak024dx4pzzp,2024-11-19T04:20:14.040Z,"71 km W of Akhiok, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2024-10-29T00:37:30.990Z,17.9991,-66.7378,14,3.44,md,22,141,0.1386,0.18,pr,pr2024303000,2024-10-29T01:22:01.846Z,"2 km WNW of Tallaboa, Puerto Rico",earthquake,0.52,0.76,0.15,22,reviewed,pr,pr
2024-10-29T00:31:04.790Z,37.954666666667,-112.12233333333,10.88,2.53,ml,28,51,0.09956,0.27,uu,uu80085606,2024-11-21T05:52:26.040Z,"20 km SSW of Antimony, Utah",earthquake,0.44,0.75,0.078954330520988,18,reviewed,uu,uu
2024-10-28T23:49:09.977Z,-31.7778,-177.9872,10,4.5,mb,13,178,2.508,0.66,us,us7000ns02,2024-11-21T05:41:55.040Z,"Kermadec Islands region",earthquake,11.79,1.848,0.171,10,reviewed,us,us
2024-10-28T23:27:11.110Z,19.416,-64.6743,49,3.66,md,21,274,1.0025,0.4,pr,pr2024302003,2024-11-21T05:28:38.040Z,"120 km N of Cruz Bay, U.S. Virgin Islands",earthquake,4.2,13.44,0.09,16,reviewed,pr,pr
2024-10-28T22:33:55.880Z,-25.9519,179.8795,491.128,4.8,mb,110,44,3.813,0.81,us,us7000nnpu,2024-11-21T05:15:24.040Z,"south of the Fiji Islands",earthquake,10.91,6.516,0.063,77,reviewed,us,us
2024-10-28T22:26:04.300Z,-8.8379,157.8872,10.028,4.5,mb,18,98,2.12,0.31,us,us7000ns04,2024-11-21T04:57:29.040Z,"140 km SE of Gizo, Solomon Islands",earthquake,9.79,5.046,0.121,20,reviewed,us,us
2024-10-28T21:52:49.560Z,40.516333333333,-120.6495,4.47,2.64,md,24,93,0.0709,0.11,nc,nc75080211,2024-11-21T04:42:28.040Z,"11 km N of Susanville, CA",earthquake,0.34,0.76,0.135,46,reviewed,nc,nc
2024-10-28T21:50:42.586Z,-1.5485,-81.1823,10,3.9,mb,12,128,1.744,0.37,us,us7000nnpr,2024-11-21T04:33:13.040Z,"70 km WSW of Jipijapa, Ecuador",earthquake,8.47,1.882,0.364,2,reviewed,us,us
2024-10-28T21:23:40.120Z,18.010166666667,-66.736333333333,15.63,3.18,md,26,135,0.05343,0.14,pr,pr71464078,2024-11-21T04:26:22.040Z,"2 km NW of Tallaboa, Puerto Rico",earthquake,0.24,0.31,0.12967859819814,16,reviewed,pr,pr
2024-10-28T20:49:39.629Z,-14.3151,167.3755,148.028,4.5,mb,39,161,6.866,0.76,us,us7000nnpf,2024-11-17T14:35:18.040Z,"52 km SSW of Sola, Vanuatu",earthquake,8.67,7.024,0.099,30,reviewed,us,us
2024-10-28T20:03:59.643Z,55.5166,-155.9639,28.4,4.1,ml,,,,0.65,ak,ak024dvs88t2,2024-11-17T14:31:08.040Z,"175 km ESE of Chignik, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2024-10-28T19:58:39.940Z,19.1273,-64.649,21,3.74,md,21,282,0.7129,0.35,pr,pr2024302002,2024-11-16T15:06:07.040Z,"89 km N of Cruz Bay, U.S. Virgin Islands",earthquake,1.29,28.4,0.13,16,reviewed,pr,pr
2024-10-28T18:07:36.525Z,-3.0035,147.4318,10,4.4,mb,25,72,0.956,0.39,us,us7000nnnx,2024-11-17T14:24:57.040Z,"108 km S of Lorengau, Papua New Guinea",earthquake,7,1.853,0.155,13,reviewed,us,us
2024-10-28T17:31:44.740Z,36.4645,-98.80383333,6.7,2.71,ml,90,73,0,0.2,ok,ok2024vfhc,2024-11-16T15:03:53.040Z,"14 km SSE of Waynoka, Oklahoma",earthquake,,0.3,0.26,32,reviewed,ok,ok
2024-10-28T16:50:26.982Z,31.115,-103.274,4.7156,2.5,ml,25,56,0,0.1,tx,tx2024vfft,2024-11-20T14:27:57.040Z,"24 km SW of Coyanosa, Texas",earthquake,1.0449831133345,0.86402090987876,0.2,23,reviewed,tx,tx
2024-10-28T16:50:26.160Z,-1.0983,127.3579,10,4.2,mb,17,105,1.857,0.99,us,us7000nnnp,2024-11-17T17:37:59.040Z,"53 km SSW of Labuha, Indonesia",earthquake,6.75,1.934,0.199,8,reviewed,us,us
2024-10-28T16:43:45.820Z,33.0573333,-117.9541667,5.88,2.95,ml,43,175,0.4217,0.31,ci,ci40966152,2024-11-10T20:16:03.040Z,"45 km NE of San Clemente Is. (SE tip), CA",earthquake,0.5,31.61,0.157,140,reviewed,ci,ci
2024-10-28T16:40:11.018Z,35.2574,34.2664,62.236,4.1,mb,32,81,0.822,1.23,us,us7000nnni,2024-11-17T17:47:02.040Z,"26 km SSE of Leonárisso, Cyprus",earthquake,6.14,10.411,0.262,4,reviewed,us,us
2024-10-28T16:14:52.100Z,36.46866667,-98.80366667,6.35,2.62,ml,91,73,0.0188962919,0.24,ok,ok2024vfep,2024-11-10T20:20:33.040Z,"14 km SSE of Waynoka, Oklahoma",earthquake,,0.3,0.19,30,reviewed,ok,ok
2024-10-28T15:44:11.074Z,-5.77,147.4998,167.322,4.2,mb,24,96,3.627,1.2,us,us7000nnna,2024-11-17T17:09:21.040Z,"95 km NNW of Finschhafen, Papua New Guinea",earthquake,10.9,5.923,0.136,15,reviewed,us,us
2024-10-28T15:25:38.170Z,18.004333333333,-66.736833333333,15.34,2.81,md,27,136,0.1162,0.13,pr,pr71464043,2024-11-10T20:23:26.040Z,"2 km WNW of Tallaboa, Puerto Rico",earthquake,0.26,0.43,0.061451099165719,16,reviewed,pr,pr
2024-10-28T15:25:04.106Z,-16.0818,14.8591,10,4.3,mb,14,164,4.047,0.4,us,us7000nrzs,2024-11-17T17:06:56.040Z,"143 km NW of Ondjiva, Angola",earthquake,15.79,1.933,0.218,6,reviewed,us,us
2024-10-28T14:35:01.535Z,-10.9909,164.2936,10,4.7,mb,51,120,4.548,0.82,us,us7000nnn1,2024-11-17T16:36:07.040Z,"167 km W of Lata, Solomon Islands",earthquake,5.3,1.868,0.082,45,reviewed,us,us
2024-10-28T13:08:36.561Z,27.8841,94.0163,10,4.7,mb,57,98,6.699,0.61,us,us7000nnml,2024-11-17T16:11:15.173Z,"36 km NNE of Ziro, India",earthquake,9.78,1.891,0.076,52,reviewed,us,us
2024-10-28T13:07:11.065Z,1.5367,97.0761,37.266,4.8,mb,49,112,0.55,0.58,us,us7000nnmk,2024-11-17T15:36:21.040Z,"65 km WNW of Gunungsitoli, Indonesia",earthquake,7.71,3.767,0.096,34,reviewed,us,us
2024-10-28T13:03:31.870Z,17.983,-66.963833333333,7.98,2.49,md,8,166,0.0777,0.1,pr,pr71464018,2024-10-28T13:19:15.300Z,"5 km W of Fuig, Puerto Rico",earthquake,0.37,1.03,0.13565893678989,6,reviewed,pr,pr
2024-10-28T13:00:11.423Z,31.603,-103.958,8.9325,2.5,ml,21,58,0,0.1,tx,tx2024veyf,2024-11-10T20:27:08.040Z,"35 km NNW of Toyah, Texas",earthquake,0.33045256294604,0.33544504306644,0.2,56,reviewed,tx,tx
2024-10-28T12:25:02.040Z,19.252166666667,-65.119,25.26,3.28,md,7,269,0.9081,0.23,pr,pr71464013,2024-11-18T08:43:14.040Z,"102 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.43,19.5,0.0640027548724,6,reviewed,pr,pr
2024-10-28T10:24:25.460Z,55.0564,-160.6445,9.284,3.7,ml,37,187,0.309,0.73,us,us7000nnm0,2024-10-29T00:37:52.440Z,"32 km SSW of Sand Point, Alaska",earthquake,4.46,7.104,0.066,30,reviewed,us,us
2024-10-28T09:57:00.174Z,62.4002,-151.7513,91.9,2.6,ml,,,,0.41,ak,ak024dvlzxei,2024-10-28T13:03:51.040Z,"49 km NNW of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-10-28T09:27:34.580Z,18.187,-67.9743,108,3.91,md,23,192,0.5221,0.3,pr,pr2024302001,2024-10-28T15:51:31.146Z,"63 km SE of Punta Cana, Dominican Republic",earthquake,2.43,1.36,0.11,16,reviewed,pr,pr
2024-10-28T09:05:51.210Z,17.912166666667,-66.774833333333,6.7,2.6,md,5,234,0.1174,0.09,pr,pr71463963,2024-10-28T09:18:45.810Z,"10 km SSE of Indios, Puerto Rico",earthquake,0.72,0.43,0.029271394611042,5,reviewed,pr,pr
2024-10-28T08:49:59.280Z,19.269666666667,-64.7695,24.86,3.39,md,13,285,0.8567,0.3,pr,pr71463953,2024-10-28T11:44:17.040Z,"103 km N of Cruz Bay, U.S. Virgin Islands",earthquake,1.55,24.06,0.064411785578811,9,reviewed,pr,pr
2024-10-28T08:33:36.748Z,-2.7165,151.5955,10,4.7,mb,30,83,1.571,0.4,us,us7000nnll,2024-10-29T08:43:12.040Z,"90 km E of Kavieng, Papua New Guinea",earthquake,7.14,1.832,0.104,28,reviewed,us,us
2024-10-28T07:53:31.113Z,43.4924,83.59,10,4.5,mb,56,97,2.996,0.65,us,us7000nnlg,2024-10-29T12:12:26.040Z,"28 km ENE of Xinyuan, China",earthquake,8.24,1.896,0.089,37,reviewed,us,us
2024-10-28T07:49:24.330Z,34.5815,-120.519,-0.08,3.64,ml,32,182,0.1241,0.26,ci,ci40966024,2024-11-17T01:28:24.623Z,"8 km SW of Lompoc, CA",earthquake,0.44,0.6,0.141,86,reviewed,ci,ci
2024-10-28T07:45:50.125Z,-21.5584,-68.4804,147.757,4,mb,17,92,0.747,0.66,us,us7000nnld,2024-10-29T07:45:22.040Z,"43 km SSW of Ollagüe, Chile",earthquake,6.96,8.268,0.232,5,reviewed,us,us
2024-10-28T07:08:41.228Z,7.0011,-76.847,36.065,4.5,mb,103,83,1.537,0.52,us,us7000nnla,2024-10-29T06:56:33.040Z,"3 km NW of Murindó, Colombia",earthquake,5.88,7.478,0.052,110,reviewed,us,us
2024-10-28T07:08:04.790Z,17.967166666667,-67.006333333333,7.65,2.68,md,15,175,0.03613,0.17,pr,pr71463938,2024-10-28T07:18:43.630Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.56,0.25,0.30310613594092,7,reviewed,pr,pr
2024-10-28T06:43:59.200Z,19.215166666667,-155.10833333333,42.32,2.55,md,41,217,0.07301,0.11,hv,hv74515897,2024-10-28T20:18:57.680Z,"27 km S of Fern Forest, Hawaii",earthquake,0.87,0.59,0.074066182275677,10,reviewed,hv,hv
2024-10-28T05:57:30.650Z,-0.1137,-77.6551,10,2.6,ml,13,157,0.641,0.62,us,us7000nnl2,2024-10-28T08:09:16.040Z,"57 km ESE of Cayambe, Ecuador",earthquake,2.64,1.987,0.081,20,reviewed,us,us
2024-10-28T05:40:29.307Z,1.8402,126.8486,107.757,4.6,mb,62,74,1.181,0.86,us,us7000nnkx,2024-10-28T07:00:38.040Z,"129 km W of Tobelo, Indonesia",earthquake,7.72,5.307,0.076,52,reviewed,us,us
2024-10-28T05:28:11.451Z,13.5695,-92.3772,10,4.2,mb,42,193,1.874,0.85,us,us7000nnkw,2024-10-29T10:03:54.040Z,"94 km SSW of Champerico, Guatemala",earthquake,8.39,2.009,0.093,32,reviewed,us,us
2024-10-28T05:23:13.529Z,35.0865,-95.519,7.46,2.65,ml,78,55,0,0.23,ok,ok2024vejc,2024-10-30T13:43:05.269Z,"14 km WSW of Quinton, Oklahoma",earthquake,,0.6,0.27,15,reviewed,ok,ok
2024-10-28T04:28:58.725Z,40.0747,143.4155,35,4.5,mb,22,127,1.931,0.9,us,us7000nrza,2024-11-19T03:51:52.040Z,"134 km ENE of Miyako, Japan",earthquake,7.17,1.901,0.156,12,reviewed,us,us
2024-10-28T04:03:01.207Z,6.809,-72.9693,153.917,4.3,mb,39,41,0.918,0.62,us,us7000nnkf,2024-11-19T01:12:46.040Z,"6 km N of Cepitá, Colombia",earthquake,4.23,7.457,0.067,64,reviewed,us,us
2024-10-28T03:55:49.610Z,34.5735,-120.534,-0.09,3.19,ml,29,188,0.1372,0.29,ci,ci40965984,2024-11-19T03:11:12.936Z,"10 km SW of Lompoc, CA",earthquake,0.53,0.76,0.138,73,reviewed,ci,ci
2024-10-28T03:53:53.943Z,64.7124,-147.4085,23.3,2.6,ml,,,,0.61,ak,ak024dviel22,2024-11-19T00:50:40.287Z,"5 km SSW of North Pole, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2024-10-28T03:01:15.753Z,10.5698,-86.1233,38.045,4.7,mb,91,136,1.185,0.48,us,us7000nnk5,2024-11-19T00:10:54.040Z,"43 km NW of Tamarindo, Costa Rica",earthquake,3.97,9.06,0.045,152,reviewed,us,us
2024-10-28T02:56:38.930Z,19.088666666667,-64.5665,54.5,3.43,md,12,294,0.6669,0.5,pr,pr71463923,2024-10-28T03:19:21.550Z,"87 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,8.17,13.99,0.10305558654922,7,reviewed,pr,pr
2024-10-28T02:46:26.053Z,-25.8902,179.8406,490.802,4.9,mb,101,43,3.884,0.72,us,us7000nnjz,2024-11-18T23:56:45.040Z,"south of the Fiji Islands",earthquake,10.11,5.734,0.032,304,reviewed,us,us
2024-10-28T02:28:41.030Z,17.899666666667,-66.742666666667,6.03,2.57,md,9,242,0.1501,0.21,pr,pr71463898,2024-10-28T02:55:10.560Z,"10 km SSW of Tallaboa, Puerto Rico",earthquake,1.08,0.62,0.06986102645286,6,reviewed,pr,pr
